"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold"
"hsa-miR-30b-3p",22.5535488088008,-1.9669556669876,1.44084749578781,-1.36513799880822,0.172209680927803,0.672389750526768,"Not Significant"
"hsa-miR-30b-5p",2283.37593762567,-1.35167228614263,0.681342392848762,-1.98383705509817,0.0472740077971881,0.449103074073287,"Not Significant"
"hsa-miR-30c-1-3p",72.6650183394611,-0.62209612955178,0.747329194702924,-0.832425835844769,0.405168624017827,0.782071233772868,"Not Significant"
"hsa-miR-30c-2-3p",387.606332058355,-1.37854696709493,0.76831300306282,-1.79425177186832,0.072772992093318,0.517102399102113,"Not Significant"
"hsa-miR-30c-5p",4272.71158115792,-0.63084743232892,0.656664830815445,-0.960684054825252,0.336711050926322,0.764377814310663,"Not Significant"
"hsa-miR-30d-3p",212.430315191589,-0.792480202863116,0.685880534453827,-1.15542016875311,0.247918406612278,0.698969959287521,"Not Significant"
"hsa-miR-30d-5p",29863.8102367029,-0.217743648152781,0.574531962310954,-0.378993097750289,0.704692989387971,0.899126529525674,"Not Significant"
"hsa-miR-30e-3p",2693.94701039748,-0.283736564074799,0.606345949974271,-0.467945014041636,0.639823911832863,0.877874566627822,"Not Significant"
"hsa-miR-30e-5p",9741.65455495019,-0.456368413424416,0.585125452465157,-0.779949686860685,0.435420490572496,0.796338241936837,"Not Significant"
"hsa-miR-31-3p",68.0733717799415,0.988037432948104,1.60281166795033,0.616440129994563,0.537604074517465,0.846418319413558,"Not Significant"
"hsa-miR-31-5p",4362.67572411296,0.41406213947114,1.28761188478087,0.3215737167117,0.747775658033006,0.908979033547771,"Not Significant"
"hsa-miR-3115",9.60475270481713,6.12332105565202,3.22920208642396,1.89623346318131,0.0579291801171211,0.49141323238051,"Not Significant"
"hsa-miR-3116",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3117-3p",26.4142047923649,2.14870752299455,1.37197810335547,1.56613834997762,0.117316231717751,0.629045316081682,"Not Significant"
"hsa-miR-3117-5p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-3118",7.10956636870522,-2.71000587360582,3.09914079416395,-0.874437805055223,0.381879876829061,NA,"Not Significant"
"hsa-miR-3119",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3120-3p",7.08704870912798,2.16830111234492,2.30034952628242,0.942596369626096,0.345887397465081,NA,"Not Significant"
"hsa-miR-3121-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-3121-5p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-3122",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-3123",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3124-3p",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-3124-5p",5.23951666729875,-1.9104817214235,3.10076783909941,-0.616131816556244,NA,NA,"Not Significant"
"hsa-miR-3125",18.246608640818,-1.38019072913746,1.29999116439477,-1.06169239217871,0.288375354235885,0.739513293813541,"Not Significant"
"hsa-miR-3126-3p",1.95567585404864,3.83951076420324,3.24182043679465,1.18436873326629,0.23626713153187,NA,"Not Significant"
"hsa-miR-3126-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-3127-3p",13.1085015960607,-4.13076920957674,3.10279873209561,-1.33130427276759,NA,NA,"Not Significant"
"hsa-miR-3127-5p",22.0592375080666,-0.984901155045964,1.61332753853718,-0.610478115274091,0.541545136163774,0.846418319413558,"Not Significant"
"hsa-miR-3128",2.29273702936996,-1.22535799141271,3.13793204695187,-0.390498574563782,0.696167909146539,NA,"Not Significant"
"hsa-miR-3129-3p",15.19458031558,-1.87560202893512,2.17809472395197,-0.861120505141298,0.389171676812082,0.782071233772868,"Not Significant"
"hsa-miR-3129-5p",26.077999049129,0.159632910238648,1.55235818829483,0.102832523732165,0.918095891882318,0.972625223642601,"Not Significant"
"hsa-miR-3130-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-3130-5p",7.66168971363515,-2.23069170121316,2.71146942757134,-0.822687388074735,0.410685789161523,NA,"Not Significant"
"hsa-miR-3131",10.5569557708001,-3.04818923818646,2.92955483260222,-1.04049571090597,0.298109655709309,0.739513293813541,"Not Significant"
"hsa-miR-3132",13.2145954995966,-3.96442463662955,3.09876463845738,-1.27935648530026,NA,NA,"Not Significant"
"hsa-miR-3133",8.11944715089944,-2.14208647039613,2.31583960534248,-0.924971861373511,0.354980544444012,NA,"Not Significant"
"hsa-miR-3134",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3135a",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-3135b",112.551220119471,0.264387404666345,0.879337641763749,0.300666538209424,0.763668787385235,0.91888788768041,"Not Significant"
"hsa-miR-3136-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3136-5p",0.901798180055185,2.74571134901535,3.25960185888519,0.842345620073491,0.399594522377941,NA,"Not Significant"
"hsa-miR-3137",7.57219875656599,-6.84818955640798,3.20105211218437,-2.13935584814171,0.0324068598391533,NA,"Not Significant"
"hsa-miR-3138",6.48269607923228,-2.39078315357672,3.0980795408137,-0.771698441592881,0.440293053948672,NA,"Not Significant"
"hsa-miR-3139",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3140-3p",8.56934307095123,-3.90264951863207,3.11733625626265,-1.25191804727249,0.210599727867448,0.674227700205677,"Not Significant"
"hsa-miR-3140-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3141",51.0284372038492,-0.955322077459701,0.972614717536435,-0.98222046226019,0.325991248916388,0.761928745775612,"Not Significant"
"hsa-miR-3142",4.60295324608332,-2.88916643584652,3.12480698959623,-0.924590365249997,0.355179026615956,NA,"Not Significant"
"hsa-miR-3143",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3144-3p",11.3827623691916,-1.77164609528503,2.20665827894114,-0.802863820008936,0.422053449765903,0.788489349002385,"Not Significant"
"hsa-miR-3144-5p",0.795704276519281,2.56913965360861,3.2639181731945,0.787133597498898,0.431203663542598,NA,"Not Significant"
"hsa-miR-3145-3p",10.9407924044615,-1.0698713412627,2.29925344444322,-0.465312488211484,0.641707692974948,0.879079190689819,"Not Significant"
"hsa-miR-3145-5p",7.79564862268702,-3.75217222095748,3.0057158222011,-1.24834563309107,0.21190450956637,NA,"Not Significant"
"hsa-miR-3146",5.43020893595885,-2.91778333417255,3.11574069261426,-0.936465393634663,0.349033622327506,NA,"Not Significant"
"hsa-miR-3147",7.18006645003994,-3.49780267422024,3.1153569858976,-1.12276143313716,0.261538829031078,NA,"Not Significant"
"hsa-miR-3148",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3149",4.65600019785128,-2.77682785781048,3.12118073534443,-0.88967224049717,0.373641903782121,NA,"Not Significant"
"hsa-miR-3150a-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3150b-3p",7.73407775282895,-0.105692014411985,3.08504606689855,-0.034259460675814,0.972670251572664,NA,"Not Significant"
"hsa-miR-3150b-5p",8.62224132731535,-1.65723276061562,3.08361823965029,-0.53743123558757,0.59096977213264,0.857274987304525,"Not Significant"
"hsa-miR-3151-3p",14.8606549872621,-4.86085441826896,2.67464927859126,-1.81738011677896,0.0691589301066142,0.505821523435964,"Not Significant"
"hsa-miR-3151-5p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-3152-3p",0.583516469447473,2.13358034522178,3.27703117187356,0.651071116910358,0.515000580229259,NA,"Not Significant"
"hsa-miR-3152-5p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3153",20.9636898709065,-5.24672843059869,2.5516478765436,-2.05621178330679,NA,NA,"Not Significant"
"hsa-miR-3154",8.13491158186308,-2.26736735353135,3.0893040315205,-0.733941149979787,NA,NA,"Not Significant"
"hsa-miR-3155a",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-3155b",6.76643860510218,-3.52671573770205,3.11952624669014,-1.13052927233549,0.258253271100778,NA,"Not Significant"
"hsa-miR-3156-3p",18.1108091002852,-1.93982491532376,1.88075467770406,-1.03140773133251,0.30234965681207,0.739513293813541,"Not Significant"
"hsa-miR-3156-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3157-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3157-5p",2.02234811685525,-1.59071005277086,3.15339162242383,-0.504444180500542,0.613949278217107,NA,"Not Significant"
"hsa-miR-3158-3p",14.3866125136219,-0.856257844898451,1.9412204265956,-0.441092538058702,0.659146005358963,0.888326555580813,"Not Significant"
"hsa-miR-3159",7.57219875656599,-6.84818955640798,3.20105211218437,-2.13935584814171,0.0324068598391533,NA,"Not Significant"
"hsa-miR-3160-3p",7.7420873810757,-4.01891637360649,3.12741656441462,-1.28505950225366,0.198771491951038,NA,"Not Significant"
"hsa-miR-3160-5p",9.60878656789856,-3.45828848398986,3.10077540468032,-1.11529796023598,NA,NA,"Not Significant"
"hsa-miR-3161",7.43455343967385,-3.81091700815757,3.12277423262232,-1.22036264048375,0.222327433259402,NA,"Not Significant"
"hsa-miR-3162-3p",9.0789790665534,-2.21086725129889,2.30093091198278,-0.960857729271724,0.336623707232188,0.764377814310663,"Not Significant"
"hsa-miR-3162-5p",7.57219875656599,-6.84818955640798,3.20105211218437,-2.13935584814171,0.0324068598391533,NA,"Not Significant"
"hsa-miR-3163",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3164",0.636563421215425,2.25547119510108,3.2729690410874,0.689120846175717,0.490747222587983,NA,"Not Significant"
"hsa-miR-3165",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3166",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3167",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3168",24.921141486785,-2.7995094929295,1.74989428284337,-1.59981635483752,0.109639329534272,0.617352584116355,"Not Significant"
"hsa-miR-3169",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3170",13.0161823364092,-2.34616367110923,2.89548518263605,-0.810283432006128,NA,NA,"Not Significant"
"hsa-miR-3171",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3173-3p",7.18006645003994,-3.49780267422024,3.1153569858976,-1.12276143313716,0.261538829031078,NA,"Not Significant"
"hsa-miR-3173-5p",14.8469779254326,-0.838184752125271,1.96798192186958,-0.42591079867695,0.670172845895669,0.894244522641143,"Not Significant"
"hsa-miR-3174",24.3542064291275,-0.917579960711627,1.097562311552,-0.836016279945078,0.403145744506561,0.782071233772868,"Not Significant"
"hsa-miR-3175",98.0404874111914,-1.30306114498825,0.941609635452081,-1.38386555949231,0.16639962414695,0.672389750526768,"Not Significant"
"hsa-miR-3176",16.2416743759253,-1.49888863798784,2.48289039058475,-0.603686994670287,0.546051762284349,0.846418319413558,"Not Significant"
"hsa-miR-3177-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3177-5p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3178",39.2964642625039,-4.46910007630669,2.27072262360546,-1.96814002284904,NA,NA,"Not Significant"
"hsa-miR-3179",14.2325434581323,-4.95036037665613,3.08066361188622,-1.60691363950157,NA,NA,"Not Significant"
"hsa-miR-3180",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3180-3p",12.9809121541131,-7.6316785632545,3.19789630725135,-2.38646842486712,NA,NA,"Not Significant"
"hsa-miR-3180-5p",906.059160378217,-7.91261045907051,1.93916599339216,-4.08041935864866,NA,NA,"Not Significant"
"hsa-miR-3181",33.6145065701717,-4.74391269161849,2.52957773213734,-1.87537731351318,NA,NA,"Not Significant"
"hsa-miR-3182",9.68463333577252,-0.94809426126436,2.33911870948555,-0.405321139717991,0.685241469504351,0.896873730325776,"Not Significant"
"hsa-miR-3183",14.0431552368367,-2.22253544205799,2.16872162828225,-1.02481361050397,0.305451143096897,0.739513293813541,"Not Significant"
"hsa-miR-3185",8.43692315701633,-3.87536967684968,2.94939933566016,-1.31395217663269,0.188862298388807,0.673050334475749,"Not Significant"
"hsa-miR-3186-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3186-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3187-3p",25.3457546701883,-0.534770820984647,1.3372570146079,-0.399901301801319,0.689229213413181,0.897744161733413,"Not Significant"
"hsa-miR-3187-5p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-3188",2.10321007778712,-1.17930887731427,3.14445906697095,-0.375043481946259,0.707628128951793,NA,"Not Significant"
"hsa-miR-3189-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-3189-5p",7.21161786339618,-6.77709072685215,3.20143172784159,-2.11689372224135,0.0342688685902278,NA,"Not Significant"
"hsa-miR-3190-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3190-5p",7.1590852014716,-6.76956695004181,3.20147299418528,-2.11451633742878,0.0344711908807609,NA,"Not Significant"
"hsa-miR-3191-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3191-5p",7.2543304500376,-3.64095854333774,3.05288319543907,-1.19262949489101,0.233014509214469,NA,"Not Significant"
"hsa-miR-3192-3p",23.9665471437337,-3.21456362242733,2.08310296404235,-1.54316117729934,0.122791674263754,0.630505158170444,"Not Significant"
"hsa-miR-3192-5p",7.12701949827199,-3.61014795024923,3.11899034113666,-1.15747327031913,0.247079053839001,NA,"Not Significant"
"hsa-miR-3193",7.17200795295803,-1.91030571446923,3.08995296861408,-0.618231323865765,0.536422864644316,NA,"Not Significant"
"hsa-miR-3194-3p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-3194-5p",7.9327796497358,-6.91594210760433,3.20070720914187,-2.1607543757364,0.0307143181005243,NA,"Not Significant"
"hsa-miR-3195",68.0325255733901,-2.72973760669524,0.954724836627871,-2.85918780152069,0.00424727256406306,0.0960304540681004,"Not Significant"
"hsa-miR-3196",148.154426920785,-8.01879611705938,3.08111294283086,-2.60256480883556,NA,NA,"Not Significant"
"hsa-miR-3197",8.17363555010924,-1.96277585689002,3.08675930239672,-0.635869423108571,0.524861533723149,NA,"Not Significant"
"hsa-miR-3198",11.1762606997496,-2.41087566736735,2.58129956038312,-0.93397748342293,0.350315507943182,0.779073165247688,"Not Significant"
"hsa-miR-3199",9.53833659726166,-0.462485848209137,2.67028531273783,-0.173197165862008,0.862496451291943,0.94647930482676,"Not Significant"
"hsa-miR-32-3p",6.19938288158135,-0.0704570635106897,2.41324061735811,-0.0291960374791894,0.976708241521623,NA,"Not Significant"
"hsa-miR-32-5p",884.830841431135,-0.679660595629576,0.642581795634888,-1.05770284848803,0.29019093621642,0.739513293813541,"Not Significant"
"hsa-miR-3200-3p",29.6925048458955,0.0775829179832863,1.01952065271721,0.076097446164051,0.939341571917231,0.978550967022536,"Not Significant"
"hsa-miR-3200-5p",9.01452232924523,-7.10198530913687,3.19983870930134,-2.21948227843257,NA,NA,"Not Significant"
"hsa-miR-3201",0.583516469447473,2.13358034522178,3.27703117187356,0.651071116910358,0.515000580229259,NA,"Not Significant"
"hsa-miR-3202",8.18795853363103,-2.22212281905,3.08870000242298,-0.719436273288702,NA,NA,"Not Significant"
"hsa-miR-320a",6094.82323361329,-0.0941820747064187,0.641464558532825,-0.146823504827507,0.883271331570554,0.953550612859262,"Not Significant"
"hsa-miR-320b",457.607498162475,0.238864804173406,0.695433157827468,0.343476294572464,0.731240171508031,0.901338655154872,"Not Significant"
"hsa-miR-320c",1007.93122298527,0.669142614578231,0.879706307015166,0.760643193350091,0.446870213367092,0.805287765943997,"Not Significant"
"hsa-miR-320d",226.325628817563,0.214570835487703,0.772017764081539,0.277935101328887,0.781062178070635,0.922624132742323,"Not Significant"
"hsa-miR-320e",39.1314644483707,0.398613455644672,0.954847051946994,0.417463147455788,0.676339674429226,0.895637690077491,"Not Significant"
"hsa-miR-323a-3p",186.007886944695,-1.15669516240417,0.955094199404137,-1.21107966431563,0.225864874337664,0.680710000590064,"Not Significant"
"hsa-miR-323a-5p",5.21802112888704,-3.38944647322328,3.131824224059,-1.08225948544149,0.279137243000068,NA,"Not Significant"
"hsa-miR-323b-3p",66.2927947774609,-1.17967177866858,1.22419881970575,-0.963627606626941,0.335232660941939,0.764377814310663,"Not Significant"
"hsa-miR-323b-5p",12.5135093885164,-1.64432910536262,1.86951577292748,-0.879548131753796,0.379104147876911,0.782071233772868,"Not Significant"
"hsa-miR-324-3p",137.77991856772,-0.24940725304117,0.641974981846108,-0.388499957309796,0.697646085649498,0.898599481741908,"Not Significant"
"hsa-miR-324-5p",391.400113612053,-0.0512379399435748,0.763847799898818,-0.0670787294934436,0.946519027154677,0.979508733798562,"Not Significant"
"hsa-miR-325",2.56090131404673,-1.74329385405614,3.13649283865134,-0.555809926480095,0.578340798881317,NA,"Not Significant"
"hsa-miR-326",89.5135744881367,-0.387957294847838,0.723827672587752,-0.535980191888567,0.591972240336891,0.857274987304525,"Not Significant"
"hsa-miR-328-3p",129.570561196082,0.867540922857358,0.698655734998181,1.24172876482523,0.214336653204082,0.67764305591039,"Not Significant"
"hsa-miR-328-5p",6.53713356172026,-1.63055798667344,3.0907836406343,-0.527554878069307,0.597808317745083,NA,"Not Significant"
"hsa-miR-329-3p",34.8317353530772,0.318117749635582,1.73960988126462,0.182867292869321,0.854902146622668,0.94647930482676,"Not Significant"
"hsa-miR-329-5p",11.6877430733973,-1.88509317219223,1.91644647368608,-0.98363987623743,0.32529261131207,0.761928745775612,"Not Significant"
"hsa-miR-330-3p",57.9510484019547,0.162155811811746,0.946072170617709,0.171398987146901,0.863910051134668,0.94647930482676,"Not Significant"
"hsa-miR-330-5p",68.1532198443652,0.610180805821778,0.810047435293931,0.75326552401264,0.451290371663637,0.808253657446759,"Not Significant"
"hsa-miR-331-3p",282.80603539192,0.178350241344359,0.753275851730748,0.236766173951516,0.812838194750101,0.922624132742323,"Not Significant"
"hsa-miR-331-5p",25.130657976569,-0.381242758087793,0.972184716995294,-0.392150536233577,0.694946989272487,0.898599481741908,"Not Significant"
"hsa-miR-335-3p",358.784168989927,0.374901176568949,0.853970823321811,0.43900935058957,0.660654761015478,0.888326555580813,"Not Significant"
"hsa-miR-335-5p",2754.93498306434,-0.0214312844824353,0.745877820224429,-0.0287329692629643,0.977077561547028,0.986960454291892,"Not Significant"
"hsa-miR-337-3p",28.2731500280793,-1.0417434386634,1.22301168277011,-0.85178535359847,0.394333236920052,0.782071233772868,"Not Significant"
"hsa-miR-337-5p",62.9009375371825,-0.160192027559425,1.25387390141767,-0.127757685504345,0.898340737644991,0.961015672829525,"Not Significant"
"hsa-miR-338-3p",1122.82098380769,-0.756862547777462,0.707004342650878,-1.07052036616868,0.284385146765729,0.739513293813541,"Not Significant"
"hsa-miR-338-5p",76.7667948734231,1.80669667696616,1.0699418600516,1.68859331934077,0.091297391822774,0.586720003331651,"Not Significant"
"hsa-miR-339-3p",397.936966237478,-0.449632784553314,0.624098571008981,-0.720451552751341,0.471247018590716,0.825390569635843,"Not Significant"
"hsa-miR-339-5p",1694.60720233631,0.224379408215223,0.650778387223702,0.34478620160152,0.730255107255675,0.901338655154872,"Not Significant"
"hsa-miR-33a-3p",11.0900634341977,-1.38267134709891,2.26122954040007,-0.611468814817571,0.540889257611941,0.846418319413558,"Not Significant"
"hsa-miR-33a-5p",8.98945285636937,2.29402468019717,2.22373231491315,1.03161008400724,0.302254814520468,0.739513293813541,"Not Significant"
"hsa-miR-33b-3p",5.76929429071695,-6.45145786775394,3.20342777327378,-2.01392331101656,0.0440175856945139,NA,"Not Significant"
"hsa-miR-33b-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-340-3p",11.6144195098132,0.455675155672239,1.8934124806173,0.240663437226144,0.80981597900224,0.922624132742323,"Not Significant"
"hsa-miR-340-5p",2492.37407711923,0.126616951745268,0.612514756645343,0.206716573554458,0.836231213135591,0.937007795231418,"Not Significant"
"hsa-miR-342-3p",9351.25245750757,0.374091669535231,0.619776310366047,0.60359143013112,0.546115311859972,0.846418319413558,"Not Significant"
"hsa-miR-342-5p",99.2258147031769,-0.807841458992284,0.747088872333443,-1.08131908921235,0.279555198902065,0.738160857523883,"Not Significant"
"hsa-miR-345-3p",5.91045904735117,-3.45035418223047,3.125189353815,-1.104046440584,0.269572992838263,NA,"Not Significant"
"hsa-miR-345-5p",405.533594180913,-0.531710199440839,0.627097675465848,-0.847890560343493,0.396498922103939,0.782071233772868,"Not Significant"
"hsa-miR-346",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-34a-3p",13.9021070224889,2.59187372711603,2.42415605401455,1.06918600509391,0.284985863559983,0.739513293813541,"Not Significant"
"hsa-miR-34a-5p",14426.5336563445,1.7895820763337,0.947913403147427,1.8879172616313,0.0590370588100155,0.49141323238051,"Not Significant"
"hsa-miR-34b-3p",39.1757612124185,1.63607632560608,1.48731738149561,1.1000182919673,0.27132415208315,0.722979600367905,"Not Significant"
"hsa-miR-34b-5p",45.8739925660976,2.19640868173019,1.27485711405242,1.72286655305896,0.0849126600369064,0.55026423503493,"Not Significant"
"hsa-miR-34c-3p",80.3422944409608,0.247001328211293,1.37393359634145,0.179776758403037,0.857327830428343,0.94647930482676,"Not Significant"
"hsa-miR-34c-5p",546.870670166731,3.06487738424893,0.932336712458943,3.28730741082332,0.00101150349359347,0.0353858598228979,"Upregulated"
"hsa-miR-3529-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3591-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3605-3p",68.660402114362,0.999339316171356,0.841256475523986,1.18791277719308,0.234867775236214,0.686536573767395,"Not Significant"
"hsa-miR-3605-5p",17.0539220423678,-0.366599648311081,1.31072427450949,-0.2796924230676,0.779713491939503,0.922624132742323,"Not Significant"
"hsa-miR-3606-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3606-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3607-3p",14.3088935695643,-7.77176603824772,2.36430947099626,-3.28711876917402,0.00101218134504857,0.0353858598228979,"Downregulated"
"hsa-miR-3607-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3609",142.755655607901,-1.77938645593418,1.53398799381879,-1.15997417392067,0.246059321161838,0.698969959287521,"Not Significant"
"hsa-miR-361-3p",1798.42556494673,0.152601043766269,0.617906881011004,0.246964467391246,0.804935723341274,0.922624132742323,"Not Significant"
"hsa-miR-361-5p",2735.5118108525,0.606175640068534,0.558199867929799,1.08594730112829,0.277502308093604,0.734960658405483,"Not Significant"
"hsa-miR-3610",23.5386842663279,-4.19594188152325,2.62219267130234,-1.60016536063282,0.109561904372879,0.617352584116355,"Not Significant"
"hsa-miR-3611",5.52917886681772,-0.128072608383544,2.4906411714983,-0.0514215415087268,0.958989619836616,NA,"Not Significant"
"hsa-miR-3612",7.68420995732047,-2.54801654426803,3.07528980039407,-0.828545180991244,0.407361818785591,NA,"Not Significant"
"hsa-miR-3613-3p",26.180618469132,-0.615776585465564,0.976824839973587,-0.63038587909191,0.528442147370837,0.846418319413558,"Not Significant"
"hsa-miR-3613-5p",429.312397252771,-0.0690258469791696,0.773165998811536,-0.0892768785555391,0.928861868922361,0.97692572014217,"Not Significant"
"hsa-miR-3614-3p",23.8703956237096,-3.02257110799458,1.81101041824858,-1.66899708446608,0.095117957618267,0.602413731582358,"Not Significant"
"hsa-miR-3614-5p",11.7026510635421,-3.24369151382284,2.46957450801924,-1.31346169280978,0.189027420950634,0.673050334475749,"Not Significant"
"hsa-miR-3615",253.63536945256,-0.277844138596349,0.950478204939503,-0.292320367949976,0.770041687214966,0.922131544672475,"Not Significant"
"hsa-miR-3616-3p",6.33811731652681,-1.38640832266889,2.84451820145944,-0.487396537648297,0.625977346715324,NA,"Not Significant"
"hsa-miR-3616-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-3617-3p",10.2246109385228,-1.32692899848407,2.65692802272059,-0.499422260270848,0.617481940444798,0.867415823972157,"Not Significant"
"hsa-miR-3617-5p",9.13344414164324,2.07173837400718,2.65189821829541,0.781228464846155,0.434668134908102,0.796338241936837,"Not Significant"
"hsa-miR-3618",0.530469517679521,2.00034410657041,3.28186522641091,0.609514397627477,0.542183532470311,NA,"Not Significant"
"hsa-miR-3619-3p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-3619-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-362-3p",47.3664623497853,-0.886303477016881,1.14253939727437,-0.775731216911417,0.437907703957349,0.797356944289006,"Not Significant"
"hsa-miR-362-5p",156.472373202026,-0.27112062224223,0.761379766120773,-0.356091183803831,0.721772279389878,0.901338655154872,"Not Significant"
"hsa-miR-3620-3p",12.9070615581948,-3.84461540460986,3.09720260771582,-1.24131866447228,NA,NA,"Not Significant"
"hsa-miR-3620-5p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-3621",16.2261401926414,-7.95525388757045,3.19701507162765,-2.48833793689947,NA,NA,"Not Significant"
"hsa-miR-3622a-3p",6.07734252196217,-6.53179397834815,3.20289318294334,-2.03934180919067,0.0414159256784786,NA,"Not Significant"
"hsa-miR-3622a-5p",26.3634370865246,-8.65610293753776,2.60698297387931,-3.32035269285133,NA,NA,"Not Significant"
"hsa-miR-3622b-3p",7.7420873810757,-4.01891637360649,3.12741656441462,-1.28505950225366,0.198771491951038,NA,"Not Significant"
"hsa-miR-3622b-5p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-363-3p",218.000945503833,-1.25117909165094,0.859124444920538,-1.45634209228753,0.145298074966395,0.651192568797668,"Not Significant"
"hsa-miR-363-5p",4.85744023571723,-3.27207854260435,3.13287712825931,-1.04443245254958,0.29628535560376,NA,"Not Significant"
"hsa-miR-3646",5.32411503242294,-3.13432840692295,3.12250098538609,-1.00378780394056,0.315480904191925,NA,"Not Significant"
"hsa-miR-3648",36.4186702101507,-23.967544305034,2.89793181370148,-8.27056875241681,NA,NA,"Not Significant"
"hsa-miR-3649",6.12987518388675,-6.54000848665599,3.2028401600135,-2.04194032793332,0.0411574508278605,NA,"Not Significant"
