"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold"
"hsa-miR-4661-5p",25.6165217217172,-0.546846686322652,0.982228860701342,-0.556740601097982,0.577704672499826,0.84958469889121,"Not Significant"
"hsa-miR-4662a-3p",0.583516469447473,2.13358034522178,3.27703117187356,0.651071116910358,0.515000580229259,NA,"Not Significant"
"hsa-miR-4662a-5p",36.1910154872517,0.319488409078305,0.971408944924753,0.328891771840801,0.742237493783596,0.904763695351274,"Not Significant"
"hsa-miR-4663",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4664-3p",19.7999180199023,-3.11318992666823,2.73198652269122,-1.13953341307171,NA,NA,"Not Significant"
"hsa-miR-4664-5p",15.2733278576495,-0.158387307244606,1.57842534734249,-0.100345136696692,0.92007032439784,0.973536880779313,"Not Significant"
"hsa-miR-4665-3p",31.0099568126036,-23.7437397471717,2.94548289246173,-8.06106863086465,NA,NA,"Not Significant"
"hsa-miR-4665-5p",18.6125611279379,-5.21108733493201,2.96233762354133,-1.75911324000349,NA,NA,"Not Significant"
"hsa-miR-4666a-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4666a-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4666b",1.02921001758484,-4.02323719199939,3.24561152812702,-1.2395929571772,0.215125986932168,NA,"Not Significant"
"hsa-miR-4667-3p",9.31535091028617,-3.68950871145459,2.92492505461465,-1.26140281975214,0.207163752924766,0.673050334475749,"Not Significant"
"hsa-miR-4667-5p",5.22876889809289,-2.52669850795819,3.10954760673366,-0.812561448645031,0.416469542151802,NA,"Not Significant"
"hsa-miR-4668-3p",0.636563421215425,2.25547119510108,3.2729690410874,0.689120846175717,0.490747222587983,NA,"Not Significant"
"hsa-miR-4668-5p",24.3057456536749,-1.4742300362016,1.20072778605247,-1.22778039562848,0.219529416909956,0.67764305591039,"Not Significant"
"hsa-miR-4669",5.08916438950591,-6.27479231750348,3.20471211122256,-1.9579893917865,0.0502312574821945,NA,"Not Significant"
"hsa-miR-4670-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4670-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4671-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4671-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4672",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-4673",8.99930861211783,-0.897682758404846,3.08064929816917,-0.291394011950123,0.770749993718658,0.922131544672475,"Not Significant"
"hsa-miR-4674",22.7184297858924,-3.49156013241158,2.35481695282841,-1.48273101576656,NA,NA,"Not Significant"
"hsa-miR-4675",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4676-3p",0.530469517679521,2.00034410657041,3.28186522641091,0.609514397627477,0.542183532470311,NA,"Not Significant"
"hsa-miR-4676-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4677-3p",49.0675939489395,-0.0295645812424187,0.799519202421372,-0.0369779501891653,0.970502586914127,0.986398435268777,"Not Significant"
"hsa-miR-4677-5p",17.5344265969786,-0.689608400352968,1.08642848338277,-0.634748085953859,0.525592726505864,0.846418319413558,"Not Significant"
"hsa-miR-4678",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4679",17.8132990434405,-1.64865344288554,2.1071706363197,-0.782401488739901,0.433978659166295,0.796338241936837,"Not Significant"
"hsa-miR-4680-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4680-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4681",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4682",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-4683",4.18932540114556,-2.87085989282295,3.13056221297609,-0.917042913545472,0.359120153242913,NA,"Not Significant"
"hsa-miR-4684-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4684-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4685-3p",15.1263820207873,-2.63914178369008,1.86952693491708,-1.41166288348081,0.158049247052612,0.672389750526768,"Not Significant"
"hsa-miR-4685-5p",8.29031165819521,-3.97919407540318,2.95515960213949,-1.346524252877,0.178133504203663,NA,"Not Significant"
"hsa-miR-4686",6.40585771193237,-3.4381650793968,3.12012955747429,-1.10193022951905,0.270492005214456,NA,"Not Significant"
"hsa-miR-4687-3p",10.9473121141621,-4.27413940923049,2.81761702890541,-1.51693412035166,0.129283317946996,0.630505158170444,"Not Significant"
"hsa-miR-4687-5p",9.61807195231706,-2.5666599271054,3.08772638493497,-0.831245909491251,0.405834724459969,0.782071233772868,"Not Significant"
"hsa-miR-4688",11.043053108798,-3.80847422522409,2.8606763399017,-1.33131951074023,0.183083901039481,0.673050334475749,"Not Significant"
"hsa-miR-4689",9.73568411558485,-7.21389497603997,3.19936735964982,-2.25478795183731,NA,NA,"Not Significant"
"hsa-miR-4690-3p",7.79847616816777,-6.89350513450579,2.71741290217114,-2.53678972709597,0.0111874127871791,NA,"Not Significant"
"hsa-miR-4690-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4691-3p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4691-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-4692",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4693-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-4693-5p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-4694-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4694-5p",2.38337205058612,-0.390210426143927,3.13398044466015,-0.12450952806958,0.90091185677632,NA,"Not Significant"
"hsa-miR-4695-3p",8.66128409171246,-4.04699834665846,2.92865088848453,-1.38186438082165,0.167013346515882,0.672389750526768,"Not Significant"
"hsa-miR-4695-5p",7.38150648790589,-3.9441424305679,3.12784624574961,-1.26097708157092,0.207317104500395,NA,"Not Significant"
"hsa-miR-4696",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4697-3p",5.76929429071695,-6.45145786775394,3.20342777327378,-2.01392331101656,0.0440175856945139,NA,"Not Significant"
"hsa-miR-4697-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-4698",8.99601456221509,-3.53423321462166,2.94849160036104,-1.19865805762815,0.230660933133026,0.682672744165316,"Not Significant"
"hsa-miR-4699-3p",2.46897065785662,-0.3097734737094,3.13251926785987,-0.0988895669015428,0.921225952707733,NA,"Not Significant"
"hsa-miR-4699-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4700-3p",10.2661536332644,-4.45572081617474,3.1253032485843,-1.42569231263977,NA,NA,"Not Significant"
"hsa-miR-4700-5p",15.2742828321998,-4.77618293720306,2.670485973714,-1.78850702988736,NA,NA,"Not Significant"
"hsa-miR-4701-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4701-5p",7.2427537385277,-6.78716730834104,2.77646804012691,-2.44453284181539,0.0145039874863084,NA,"Not Significant"
"hsa-miR-4703-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4703-5p",57.4873965871351,-0.714990815527305,0.918274693426678,-0.778624109588832,0.436201172578361,0.796338241936837,"Not Significant"
"hsa-miR-4704-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4704-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4705",1.21633911169118,-4.25869746651268,3.23795936897831,-1.31524116927275,0.188428862980528,NA,"Not Significant"
"hsa-miR-4706",8.32197268016072,-3.7341600267744,2.96323008047323,-1.26016540240374,0.207609700812095,NA,"Not Significant"
"hsa-miR-4707-3p",8.34541182425934,-6.99190791320931,3.17177833497575,-2.20441253290254,0.0274953450676881,0.300386644864492,"Not Significant"
"hsa-miR-4707-5p",364.307424153231,-9.55656646419705,3.11437123954911,-3.06853799021745,NA,NA,"Not Significant"
"hsa-miR-4708-3p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4709-3p",1.06093903535904,2.97556846589417,3.25470064418028,0.914237219086423,0.360592211087523,NA,"Not Significant"
"hsa-miR-4709-5p",5.22876889809289,-2.52669850795819,3.10954760673366,-0.812561448645031,0.416469542151802,NA,"Not Significant"
"hsa-miR-4710",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4711-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4711-5p",5.99222986699461,-3.46571118074531,3.12507387735363,-1.10900136021109,0.26742959519683,NA,"Not Significant"
"hsa-miR-4712-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4712-5p",5.17572194632494,-2.61227747365646,3.11167334770713,-0.839508901402312,0.401183796217065,NA,"Not Significant"
"hsa-miR-4713-3p",7.87823854760836,-1.42459215239077,3.08468889711189,-0.461826848640902,0.64420549556033,NA,"Not Significant"
"hsa-miR-4713-5p",7.40042310522617,-1.40439367300536,3.08623919646175,-0.455050170646347,0.649073145261502,NA,"Not Significant"
"hsa-miR-4714-3p",11.4385361446852,-2.15383011359131,2.93030983312614,-0.735017877373581,0.462328606511336,0.817532081750162,"Not Significant"
"hsa-miR-4714-5p",4.24237235291352,-2.748969056145,3.1263098186666,-0.879301545781367,0.37923779799531,NA,"Not Significant"
"hsa-miR-4715-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4715-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4716-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4716-5p",12.2221311171862,-2.26014706190929,2.20382787367949,-1.02555516649119,0.305101309432341,0.739513293813541,"Not Significant"
"hsa-miR-4717-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4717-5p",6.12987518388675,-6.54000848665599,3.2028401600135,-2.04194032793332,0.0411574508278605,NA,"Not Significant"
"hsa-miR-4718",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4719",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4720-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4720-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4721",12.4101479505988,-1.94483277716595,1.8758712306216,-1.03676240960394,0.29984659830798,0.739513293813541,"Not Significant"
"hsa-miR-4722-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4722-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4723-3p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-4723-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4724-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4724-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-4725-3p",6.85078076954371,-1.37998095849532,2.81908543833079,-0.489513705307356,0.62447805397892,NA,"Not Significant"
"hsa-miR-4725-5p",8.15906574059708,-6.95944652990119,3.18980430324801,-2.18177852566527,0.029125882190859,NA,"Not Significant"
"hsa-miR-4726-3p",11.4391687528426,-1.48745489425101,2.63451714509503,-0.564602472608832,0.572344183087191,0.849284916839057,"Not Significant"
"hsa-miR-4726-5p",12.0847910175635,-2.51625775788436,2.53484792195895,-0.992666161976211,0.320872670385336,0.757995815371572,"Not Significant"
"hsa-miR-4727-3p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4727-5p",6.45890466370032,-3.32581987902091,3.11649753049198,-1.0671658958433,0.285896929807471,NA,"Not Significant"
"hsa-miR-4728-3p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-4728-5p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-4729",64.306811256252,-0.987328249810276,0.823299456038434,-1.19923345335501,0.230437182717152,0.682672744165316,"Not Significant"
"hsa-miR-4730",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-4731-3p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-4731-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4732-3p",13.0047035696451,-4.79925398270283,2.72346142648131,-1.76218907895583,0.0780373566631945,0.528718214911876,"Not Significant"
"hsa-miR-4732-5p",21.7253516359116,-1.13553059192876,1.33300862266566,-0.851855398848055,0.394294354153763,0.782071233772868,"Not Significant"
"hsa-miR-4733-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-4733-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4734",17.5313327382719,-4.98167290129637,2.61600929446041,-1.90430244718374,NA,NA,"Not Significant"
"hsa-miR-4735-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4735-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4736",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4737",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-4738-3p",13.0114391215909,-1.82934307458371,1.96333354268686,-0.931753588888528,0.351463884804027,0.779211471613791,"Not Significant"
"hsa-miR-4738-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4739",25.6012434150564,-22.6194186153054,3.01370464139248,-7.50551938787674,NA,NA,"Not Significant"
"hsa-miR-4740-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4740-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4741",12.0777287042326,-1.05996399388265,2.63539685504171,-0.402202799876177,0.687534781828684,0.896873730325776,"Not Significant"
"hsa-miR-4742-3p",2.79067134291826,4.35051363487474,3.23710033601881,1.3439539041985,0.178963293345292,NA,"Not Significant"
"hsa-miR-4742-5p",0.689610372983377,2.36780721625131,3.26950706085519,0.724209237716702,0.468937288132139,NA,"Not Significant"
"hsa-miR-4743-3p",81.3267511136575,-0.898199552163744,1.91150854906423,-0.469890418540608,NA,NA,"Not Significant"
"hsa-miR-4743-5p",0.689610372983377,2.36780721625131,3.26950706085519,0.724209237716702,0.468937288132139,NA,"Not Significant"
"hsa-miR-4744",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4745-3p",12.9809121541131,-7.6316785632545,3.19789630725135,-2.38646842486712,NA,NA,"Not Significant"
"hsa-miR-4745-5p",45.9171776987863,-5.144551910544,1.60883292981749,-3.19769182691182,0.00138532238789264,0.0465681448853142,"Downregulated"
"hsa-miR-4746-3p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4746-5p",14.1458679289214,-1.28747560092184,2.57729515628138,-0.499545268528521,0.617395304212048,0.867415823972157,"Not Significant"
"hsa-miR-4747-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4747-5p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-4748",7.40042248241589,-1.76324815062732,3.08817098865901,-0.570968433128433,0.568021041012465,NA,"Not Significant"
"hsa-miR-4749-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4749-5p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-4750-3p",6.85103697022637,-6.70231680121447,3.20185146739476,-2.0932628728927,0.036325694958461,NA,"Not Significant"
"hsa-miR-4750-5p",29.1379805351162,-2.49210573245794,1.33977040340736,-1.86009910811577,0.0628715053596458,0.499609409222798,"Not Significant"
"hsa-miR-4751",4.18932540114556,-2.87085989282295,3.13056221297609,-0.917042913545472,0.359120153242913,NA,"Not Significant"
"hsa-miR-4752",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4753-3p",0.530469517679521,2.00034410657041,3.28186522641091,0.609514397627477,0.542183532470311,NA,"Not Significant"
"hsa-miR-4753-5p",9.45016000243807,-3.61224077192847,2.91774793873252,-1.23802358797917,0.215707314714507,0.67764305591039,"Not Significant"
"hsa-miR-4754",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4755-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4755-5p",5.82134557207068,-6.46941232023472,3.20330573125756,-2.01960501525246,0.0434243745266678,NA,"Not Significant"
"hsa-miR-4756-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4756-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4757-3p",5.76929429071695,-6.45145786775394,3.20342777327378,-2.01392331101656,0.0440175856945139,NA,"Not Significant"
"hsa-miR-4757-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4758-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4758-5p",9.54053389985509,-7.1855957428977,3.07481124901551,-2.33692254937547,0.0194432116195698,0.257219941642492,"Not Significant"
"hsa-miR-4759",8.65394143607542,-7.04259635747591,3.20010397989169,-2.20073985149516,NA,NA,"Not Significant"
"hsa-miR-4760-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-4760-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4761-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4761-5p",5.76929429071695,-6.45145786775394,3.20342777327378,-2.01392331101656,0.0440175856945139,NA,"Not Significant"
"hsa-miR-4762-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4762-5p",11.3939294055342,-1.58644175863732,2.15723045768318,-0.735406712336673,0.462091835120639,0.817532081750162,"Not Significant"
"hsa-miR-4763-3p",8.70599271742915,-7.05305812668448,3.14104342355106,-2.24545069125811,0.0247392143168809,0.277206068114794,"Not Significant"
"hsa-miR-4763-5p",12.2655656846358,-3.82731309850915,2.42163970067455,-1.5804634758189,0.114000764920561,0.628746976940439,"Not Significant"
"hsa-miR-4764-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4764-5p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4765",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4766-3p",0.530469517679521,2.00034410657041,3.28186522641091,0.609514397627477,0.542183532470311,NA,"Not Significant"
"hsa-miR-4766-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4767",47.2430889888652,-4.37510233903918,1.71954276621075,-2.54434052180064,NA,NA,"Not Significant"
"hsa-miR-4768-3p",11.1528296164252,-7.41217789876971,2.95536357898799,-2.50804264878566,0.0121402013241407,0.202344958140447,"Not Significant"
"hsa-miR-4768-5p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-4769-3p",20.8928881596985,-4.5096434993334,2.96287210000198,-1.52205135663142,NA,NA,"Not Significant"
"hsa-miR-4769-5p",9.39659876082675,-3.81276820271232,3.10994431026872,-1.22599243662433,NA,NA,"Not Significant"
"hsa-miR-4770",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4771",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4772-3p",7.66391585272828,1.71135689021663,2.29457890295184,0.745826124355571,0.455772456574037,NA,"Not Significant"
"hsa-miR-4772-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4773",6.85393231237179,-1.76669766191652,3.0902081361828,-0.571708307032952,0.567519605686546,NA,"Not Significant"
"hsa-miR-4774-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4774-5p",51.5630677232827,-24.1770356325785,2.81771166809114,-8.58037957054608,NA,NA,"Not Significant"
"hsa-miR-4775",25.4761613601445,0.176694550538424,1.02012244357735,0.173209159009182,0.862487024607883,0.94647930482676,"Not Significant"
"hsa-miR-4776-3p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-4776-5p",16.947301978981,-8.01826964303228,3.19686517895883,-2.50816634239286,NA,NA,"Not Significant"
"hsa-miR-4777-3p",0.935645470531675,-3.88922068023915,3.25052488872823,-1.19649004803062,0.231505379913966,NA,"Not Significant"
"hsa-miR-4777-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4778-3p",20.28744348314,-0.458907530527877,1.89838685759239,-0.241735518075532,0.808985106159294,0.922624132742323,"Not Significant"
"hsa-miR-4778-5p",7.20376543633575,-2.28991702459938,3.09327319326616,-0.740289292773872,0.459124476464916,NA,"Not Significant"
"hsa-miR-4779",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-4780",6.85103697022637,-6.70231680121447,3.20185146739476,-2.0932628728927,0.036325694958461,NA,"Not Significant"
"hsa-miR-4781-3p",7.40438931141754,-1.40196122945092,3.08621573522735,-0.454265466100878,0.649637768702495,NA,"Not Significant"
"hsa-miR-4781-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4782-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4782-5p",4.20954222517187,-0.296057016244455,3.07582096995085,-0.0962530066401058,0.923319632991642,NA,"Not Significant"
"hsa-miR-4783-3p",40.7772495046313,-24.1139966216317,2.50507113921277,-9.62607258698834,NA,NA,"Not Significant"
"hsa-miR-4783-5p",18.1783782632391,-3.30924048622944,2.41579388909568,-1.36983560607822,0.170738224529475,0.672389750526768,"Not Significant"
"hsa-miR-4784",85.5935446981806,0.311951547765091,0.88498740701316,0.35249264033929,0.7244688369086,0.901338655154872,"Not Significant"
"hsa-miR-4785",351.733606944122,-4.95033022441419,1.27248866997761,-3.89027450004824,NA,NA,"Not Significant"
"hsa-miR-4786-3p",4.49906279043152,-3.13877170040335,3.13390485524994,-1.00155296519141,0.316559547198652,NA,"Not Significant"
"hsa-miR-4786-5p",58.7653007870227,-2.34046464282176,1.26395085090014,-1.85170542126299,NA,NA,"Not Significant"
"hsa-miR-4787-3p",44.3514498598865,-24.2362706186809,2.84880241398066,-8.50752951476734,NA,NA,"Not Significant"
"hsa-miR-4787-5p",119.557304412205,-6.6142279569692,3.08275929542606,-2.14555446050648,NA,NA,"Not Significant"
"hsa-miR-4788",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-4789-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4789-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4790-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4790-5p",0.583516469447473,2.13358034522178,3.27703117187356,0.651071116910358,0.515000580229259,NA,"Not Significant"
"hsa-miR-4791",39.2182442404446,-1.14068407886464,0.984303937757129,-1.15887383470582,0.246507615688603,0.698969959287521,"Not Significant"
"hsa-miR-4792",20.2241385939522,-8.27262701303222,2.68917721019327,-3.07626696436182,0.00209610079308288,0.06785155900572,"Not Significant"
"hsa-miR-4793-3p",8.56934307095123,-3.90264951863207,3.11733625626265,-1.25191804727249,0.210599727867448,0.674227700205677,"Not Significant"
"hsa-miR-4793-5p",9.19515872296079,-3.47712161285547,3.10297402967465,-1.12057709139772,0.262467920813036,0.712701400589836,"Not Significant"
"hsa-miR-4794",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4795-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4795-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4796-3p",7.58031574338761,-3.82719272102567,2.57236805164607,-1.48780914868564,0.136801232288987,NA,"Not Significant"
"hsa-miR-4796-5p",0.530469517679521,2.00034410657041,3.28186522641091,0.609514397627477,0.542183532470311,NA,"Not Significant"
"hsa-miR-4797-3p",1.71882039056822,-0.897595325237763,3.15984186246692,-0.284063369088035,0.776361818327574,NA,"Not Significant"
"hsa-miR-4798-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4798-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4799-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4799-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4800-3p",89.3394631409885,-7.39798711792104,3.11059505146294,-2.37831893754274,NA,NA,"Not Significant"
"hsa-miR-4800-5p",18.3162892455853,-4.29961996515071,2.64526800903042,-1.62540050780211,NA,NA,"Not Significant"
"hsa-miR-4801",0.742657324751329,2.47200426364872,3.26652047863765,0.756769865615445,0.449187749478642,NA,"Not Significant"
"hsa-miR-4802-3p",0.583516469447473,2.13358034522178,3.27703117187356,0.651071116910358,0.515000580229259,NA,"Not Significant"
"hsa-miR-4802-5p",6.63404462636329,-3.62814423097211,3.10574849715568,-1.16820284523839,0.242724953089004,NA,"Not Significant"
"hsa-miR-4803",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-4804-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-4804-5p",2.44894835883681,-0.0958040499830616,3.13443546524934,-0.0305650095671823,NA,NA,"Not Significant"
"hsa-miR-483-3p",80.9510458147797,0.426400610184368,1.19838517624153,0.355812654093136,0.7219808718705,0.901338655154872,"Not Significant"
"hsa-miR-483-5p",247.451317375534,0.372579328126692,1.10813202651352,0.336222868044819,0.736702809496409,0.904248890153181,"Not Significant"
"hsa-miR-484",273.352805725146,0.722069457582397,0.683669619171905,1.05616724413907,0.290891813006158,0.739513293813541,"Not Significant"
"hsa-miR-485-3p",39.6902001806858,-0.250035911289214,1.0053728002103,-0.248699697502172,0.803593082847962,0.922624132742323,"Not Significant"
"hsa-miR-485-5p",114.291378007484,-1.15150348215466,1.22700323135463,-0.93846817410854,0.348003865078705,0.77789099252887,"Not Significant"
"hsa-miR-486-3p",137.741974860436,-1.12275407669645,1.07066434958532,-1.04865178067366,0.2943384146091,0.739513293813541,"Not Significant"
